Timestamp,Settlement Point Name,Hourly Average Price
2010-12-06 15:00:00,HB_BUSAVG,27.2775
2010-12-06 15:00:00,HB_HUBAVG,27.1475
2010-12-06 16:00:00,HB_BUSAVG,28.0625
2010-12-06 16:00:00,HB_HUBAVG,28.02
2010-12-06 17:00:00,HB_BUSAVG,267.0475
2010-12-06 17:00:00,HB_HUBAVG,267.02750000000003
2010-12-06 18:00:00,HB_BUSAVG,240.3475
2010-12-06 18:00:00,HB_HUBAVG,240.17249999999999
2010-12-06 19:00:00,HB_BUSAVG,37.89
2010-12-06 19:00:00,HB_HUBAVG,37.8875
2010-12-06 20:00:00,HB_BUSAVG,38.7675
2010-12-06 20:00:00,HB_HUBAVG,38.7675
2010-12-06 21:00:00,HB_BUSAVG,32.5825
2010-12-06 21:00:00,HB_HUBAVG,32.5575
2010-12-06 22:00:00,HB_BUSAVG,28.845
2010-12-06 22:00:00,HB_HUBAVG,28.845
2010-12-06 23:00:00,HB_BUSAVG,26.785
2010-12-06 23:00:00,HB_HUBAVG,26.785
2010-12-07 00:00:00,HB_BUSAVG,27.09
2010-12-07 00:00:00,HB_HUBAVG,27.09
2010-12-07 01:00:00,HB_BUSAVG,26.2075
2010-12-07 01:00:00,HB_HUBAVG,26.2075
2010-12-07 02:00:00,HB_BUSAVG,25.745
2010-12-07 02:00:00,HB_HUBAVG,25.745
2010-12-07 03:00:00,HB_BUSAVG,26.025
2010-12-07 03:00:00,HB_HUBAVG,26.025
2010-12-07 04:00:00,HB_BUSAVG,28.32
2010-12-07 04:00:00,HB_HUBAVG,28.23
2010-12-07 05:00:00,HB_BUSAVG,27.4375
2010-12-07 05:00:00,HB_HUBAVG,27.3375
2010-12-07 06:00:00,HB_BUSAVG,33.18
2010-12-07 06:00:00,HB_HUBAVG,33.095
2010-12-07 07:00:00,HB_BUSAVG,32.1225
2010-12-07 07:00:00,HB_HUBAVG,32.1025
2010-12-07 08:00:00,HB_BUSAVG,29.04
2010-12-07 08:00:00,HB_HUBAVG,29.04
2010-12-07 09:00:00,HB_BUSAVG,28.3375
2010-12-07 09:00:00,HB_HUBAVG,28.3375
2010-12-07 10:00:00,HB_BUSAVG,26.627499999999998
2010-12-07 10:00:00,HB_HUBAVG,26.627499999999998
2010-12-07 11:00:00,HB_BUSAVG,26.16
2010-12-07 11:00:00,HB_HUBAVG,26.16
2010-12-07 12:00:00,HB_BUSAVG,23.735
2010-12-07 12:00:00,HB_HUBAVG,23.735
2010-12-07 13:00:00,HB_BUSAVG,22.215
2010-12-07 13:00:00,HB_HUBAVG,22.215
2010-12-07 14:00:00,HB_BUSAVG,21.67
2010-12-07 14:00:00,HB_HUBAVG,21.67
2010-12-07 15:00:00,HB_BUSAVG,20.2075
2010-12-07 15:00:00,HB_HUBAVG,20.2075
2010-12-07 16:00:00,HB_BUSAVG,20.0925
2010-12-07 16:00:00,HB_HUBAVG,17.740000000000002
2010-12-07 17:00:00,HB_BUSAVG,23.925
2010-12-07 17:00:00,HB_HUBAVG,20.335
2010-12-07 18:00:00,HB_BUSAVG,25.4
2010-12-07 18:00:00,HB_HUBAVG,21.6525
2010-12-07 19:00:00,HB_BUSAVG,25.2675
2010-12-07 19:00:00,HB_HUBAVG,21.69
2010-12-07 20:00:00,HB_BUSAVG,24.9975
2010-12-07 20:00:00,HB_HUBAVG,21.85
2010-12-07 21:00:00,HB_BUSAVG,23.005000000000003
2010-12-07 21:00:00,HB_HUBAVG,19.8275
2010-12-07 22:00:00,HB_BUSAVG,18.715
2010-12-07 22:00:00,HB_HUBAVG,15.895
2010-12-07 23:00:00,HB_BUSAVG,16.1925
2010-12-07 23:00:00,HB_HUBAVG,13.6125
2010-12-08 00:00:00,HB_BUSAVG,20.314999999999998
2010-12-08 00:00:00,HB_HUBAVG,20.314999999999998
2010-12-08 01:00:00,HB_BUSAVG,21.2425
2010-12-08 01:00:00,HB_HUBAVG,21.2425
2010-12-08 02:00:00,HB_BUSAVG,22.97
2010-12-08 02:00:00,HB_HUBAVG,22.97
2010-12-08 03:00:00,HB_BUSAVG,24.0125
2010-12-08 03:00:00,HB_HUBAVG,24.0125
2010-12-08 04:00:00,HB_BUSAVG,26.825
2010-12-08 04:00:00,HB_HUBAVG,26.825
2010-12-08 05:00:00,HB_BUSAVG,28.8575
2010-12-08 05:00:00,HB_HUBAVG,28.8575
2010-12-08 06:00:00,HB_BUSAVG,40.16
2010-12-08 06:00:00,HB_HUBAVG,40.14
2010-12-08 07:00:00,HB_BUSAVG,36.662499999999994
2010-12-08 07:00:00,HB_HUBAVG,36.662499999999994
2010-12-08 08:00:00,HB_BUSAVG,33.2475
2010-12-08 08:00:00,HB_HUBAVG,33.2475
2010-12-08 09:00:00,HB_BUSAVG,30.7925
2010-12-08 09:00:00,HB_HUBAVG,27.0425
2010-12-08 10:00:00,HB_BUSAVG,31.6575
2010-12-08 10:00:00,HB_HUBAVG,31.3875
2010-12-08 11:00:00,HB_BUSAVG,30.05
2010-12-08 11:00:00,HB_HUBAVG,29.872500000000002
2010-12-08 12:00:00,HB_BUSAVG,29.2025
2010-12-08 12:00:00,HB_HUBAVG,29.0575
2010-12-08 13:00:00,HB_BUSAVG,29.189999999999998
2010-12-08 13:00:00,HB_HUBAVG,29.06
2010-12-08 14:00:00,HB_BUSAVG,28.725
2010-12-08 14:00:00,HB_HUBAVG,28.6525
2010-12-08 15:00:00,HB_BUSAVG,28.4925
2010-12-08 15:00:00,HB_HUBAVG,28.3725
2010-12-08 16:00:00,HB_BUSAVG,28.535
2010-12-08 16:00:00,HB_HUBAVG,28.42
2010-12-08 17:00:00,HB_BUSAVG,43.575
2010-12-08 17:00:00,HB_HUBAVG,43.5075
2010-12-08 18:00:00,HB_BUSAVG,48.375
2010-12-08 18:00:00,HB_HUBAVG,48.375
2010-12-08 19:00:00,HB_BUSAVG,35.275
2010-12-08 19:00:00,HB_HUBAVG,35.275
2010-12-08 20:00:00,HB_BUSAVG,32.93
2010-12-08 20:00:00,HB_HUBAVG,32.93
2010-12-08 21:00:00,HB_BUSAVG,29.92
2010-12-08 21:00:00,HB_HUBAVG,29.295
2010-12-08 22:00:00,HB_BUSAVG,25.4225
2010-12-08 22:00:00,HB_HUBAVG,21.86
2010-12-08 23:00:00,HB_BUSAVG,21.51
2010-12-08 23:00:00,HB_HUBAVG,17.635
2010-12-09 00:00:00,HB_BUSAVG,22.6075
2010-12-09 00:00:00,HB_HUBAVG,19.07
2010-12-09 01:00:00,HB_BUSAVG,23.314999999999998
2010-12-09 01:00:00,HB_HUBAVG,19.57
2010-12-09 02:00:00,HB_BUSAVG,23.479999999999997
2010-12-09 02:00:00,HB_HUBAVG,19.57
2010-12-09 03:00:00,HB_BUSAVG,24.3025
2010-12-09 03:00:00,HB_HUBAVG,20.372500000000002
2010-12-09 04:00:00,HB_BUSAVG,27.53
2010-12-09 04:00:00,HB_HUBAVG,23.252499999999998
2010-12-09 05:00:00,HB_BUSAVG,30.587500000000002
2010-12-09 05:00:00,HB_HUBAVG,25.880000000000003
2010-12-09 06:00:00,HB_BUSAVG,44.825
2010-12-09 06:00:00,HB_HUBAVG,38.4
2010-12-09 07:00:00,HB_BUSAVG,32.05
2010-12-09 07:00:00,HB_HUBAVG,27.542499999999997
2010-12-09 08:00:00,HB_BUSAVG,26.0925
2010-12-09 08:00:00,HB_HUBAVG,22.4275
2010-12-09 09:00:00,HB_BUSAVG,25.7825
2010-12-09 09:00:00,HB_HUBAVG,22.4525
2010-12-09 10:00:00,HB_BUSAVG,24.27
2010-12-09 10:00:00,HB_HUBAVG,20.9625
2010-12-09 11:00:00,HB_BUSAVG,22.5775
2010-12-09 11:00:00,HB_HUBAVG,19.465
2010-12-09 12:00:00,HB_BUSAVG,19.6425
2010-12-09 12:00:00,HB_HUBAVG,16.919999999999998
2010-12-09 13:00:00,HB_BUSAVG,19.4425
2010-12-09 13:00:00,HB_HUBAVG,17.765
2010-12-09 14:00:00,HB_BUSAVG,21.435000000000002
2010-12-09 14:00:00,HB_HUBAVG,21.5475
2010-12-09 15:00:00,HB_BUSAVG,23.415
2010-12-09 15:00:00,HB_HUBAVG,23.415
2010-12-09 16:00:00,HB_BUSAVG,25.5675
2010-12-09 16:00:00,HB_HUBAVG,25.485
2010-12-09 17:00:00,HB_BUSAVG,76.1625
2010-12-09 17:00:00,HB_HUBAVG,75.7
2010-12-09 18:00:00,HB_BUSAVG,35.32
2010-12-09 18:00:00,HB_HUBAVG,35.295
2010-12-09 19:00:00,HB_BUSAVG,34.6525
2010-12-09 19:00:00,HB_HUBAVG,34.62
2010-12-09 20:00:00,HB_BUSAVG,36.567499999999995
2010-12-09 20:00:00,HB_HUBAVG,36.545
2010-12-09 21:00:00,HB_BUSAVG,37.9625
2010-12-09 21:00:00,HB_HUBAVG,37.947500000000005
2010-12-09 22:00:00,HB_BUSAVG,33.295
2010-12-09 22:00:00,HB_HUBAVG,33.29
2010-12-09 23:00:00,HB_BUSAVG,29.625
2010-12-09 23:00:00,HB_HUBAVG,29.625
2010-12-10 00:00:00,HB_BUSAVG,30.1025
2010-12-10 00:00:00,HB_HUBAVG,30.1025
2010-12-10 01:00:00,HB_BUSAVG,29.009999999999998
2010-12-10 01:00:00,HB_HUBAVG,29.009999999999998
2010-12-10 02:00:00,HB_BUSAVG,29.475
2010-12-10 02:00:00,HB_HUBAVG,29.475
2010-12-10 03:00:00,HB_BUSAVG,32.305
2010-12-10 03:00:00,HB_HUBAVG,32.305
2010-12-10 04:00:00,HB_BUSAVG,47.71
2010-12-10 04:00:00,HB_HUBAVG,47.71
2010-12-10 05:00:00,HB_BUSAVG,593.265
2010-12-10 05:00:00,HB_HUBAVG,593.265
2010-12-10 06:00:00,HB_BUSAVG,69.6025
2010-12-10 06:00:00,HB_HUBAVG,69.6025
2010-12-10 07:00:00,HB_BUSAVG,38.0825
2010-12-10 07:00:00,HB_HUBAVG,38.0825
2010-12-10 08:00:00,HB_BUSAVG,37.182500000000005
2010-12-10 08:00:00,HB_HUBAVG,37.17
2010-12-10 09:00:00,HB_BUSAVG,32.4275
2010-12-10 09:00:00,HB_HUBAVG,32.37
2010-12-10 10:00:00,HB_BUSAVG,28.485
2010-12-10 10:00:00,HB_HUBAVG,28.314999999999998
2010-12-10 11:00:00,HB_BUSAVG,26.7825
2010-12-10 11:00:00,HB_HUBAVG,26.692500000000003
2010-12-10 12:00:00,HB_BUSAVG,27.4
2010-12-10 12:00:00,HB_HUBAVG,27.39
2010-12-10 13:00:00,HB_BUSAVG,27.3675
2010-12-10 13:00:00,HB_HUBAVG,27.3575
2010-12-10 14:00:00,HB_BUSAVG,26.4275
2010-12-10 14:00:00,HB_HUBAVG,26.405
2010-12-10 15:00:00,HB_BUSAVG,25.8775
2010-12-10 15:00:00,HB_HUBAVG,25.865
2010-12-10 16:00:00,HB_BUSAVG,27.1325
2010-12-10 16:00:00,HB_HUBAVG,27.125
2010-12-10 17:00:00,HB_BUSAVG,29.665
2010-12-10 17:00:00,HB_HUBAVG,29.665
2010-12-10 18:00:00,HB_BUSAVG,32.4025
2010-12-10 18:00:00,HB_HUBAVG,32.4025
2010-12-10 19:00:00,HB_BUSAVG,28.485
2010-12-10 19:00:00,HB_HUBAVG,28.485
2010-12-10 20:00:00,HB_BUSAVG,26.8175
2010-12-10 20:00:00,HB_HUBAVG,26.8175
2010-12-10 21:00:00,HB_BUSAVG,17.66
2010-12-10 21:00:00,HB_HUBAVG,17.66
2010-12-10 22:00:00,HB_BUSAVG,-0.10000000000000003
2010-12-10 22:00:00,HB_HUBAVG,-0.16000000000000003
2010-12-10 23:00:00,HB_BUSAVG,13.525
2010-12-10 23:00:00,HB_HUBAVG,11.432500000000001
2010-12-11 00:00:00,HB_BUSAVG,14.4475
2010-12-11 00:00:00,HB_HUBAVG,12.5075
2010-12-11 01:00:00,HB_BUSAVG,11.8225
2010-12-11 01:00:00,HB_HUBAVG,10.9575
2010-12-11 02:00:00,HB_BUSAVG,13.940000000000001
2010-12-11 02:00:00,HB_HUBAVG,13.370000000000001
2010-12-11 03:00:00,HB_BUSAVG,12.9275
2010-12-11 03:00:00,HB_HUBAVG,11.0575
2010-12-11 04:00:00,HB_BUSAVG,15.9425
2010-12-11 04:00:00,HB_HUBAVG,13.0375
2010-12-11 05:00:00,HB_BUSAVG,7.505
2010-12-11 05:00:00,HB_HUBAVG,5.96
2010-12-11 06:00:00,HB_BUSAVG,12.629999999999999
2010-12-11 06:00:00,HB_HUBAVG,10.7575
2010-12-11 07:00:00,HB_BUSAVG,12.272499999999999
